Timestamp, lowerLink1, lowerLink2, lowerLink3, lowerLink4, upperLink1, upperLink2, upperLink3, upperLink4, gripLowerR, gripLowerL, gripUpperR, gripUpperL,
5.081999,-1.0728,1.6379,0.1492,-1.0796,0.9434,-1.4503,0.1500,0.6967,-0.0550,0.0549,-0.0550,0.0484, 
5.114999,-1.0726,1.6380,0.1492,-1.0796,0.9444,-1.4557,0.1500,0.7026,-0.0550,0.0549,-0.0550,0.0484, 
5.147999,-1.0724,1.6381,0.1492,-1.0797,0.9450,-1.4604,0.1500,0.7075,-0.0550,0.0549,-0.0550,0.0484, 
5.180999,-1.0723,1.6381,0.1492,-1.0797,0.9454,-1.4643,0.1500,0.7116,-0.0550,0.0549,-0.0550,0.0484, 
5.213999,-1.0722,1.6382,0.1492,-1.0797,0.9488,-1.4713,0.1500,0.7198,-0.0550,0.0549,-0.0550,0.0485, 
5.246999,-1.0719,1.6383,0.1492,-1.0798,0.9506,-1.4776,0.1500,0.7268,-0.0550,0.0549,-0.0550,0.0485, 
5.279999,-1.0717,1.6383,0.1492,-1.0798,0.9516,-1.4831,0.1500,0.7325,-0.0550,0.0549,-0.0550,0.0485, 
5.312999,-1.0717,1.6384,0.1492,-1.0798,0.9524,-1.4877,0.1500,0.7374,-0.0550,0.0549,-0.0550,0.0485, 
5.345999,-1.0720,1.6383,0.1492,-1.0798,0.9520,-1.4918,0.1500,0.7415,-0.0550,0.0549,-0.0550,0.0486, 
5.378999,-1.0721,1.6382,0.1492,-1.0798,0.9553,-1.4989,0.1500,0.7497,-0.0550,0.0549,-0.0550,0.0486, 
5.411999,-1.0719,1.6384,0.1492,-1.0798,0.9574,-1.5051,0.1500,0.7565,-0.0550,0.0549,-0.0550,0.0486, 
5.444999,-1.0721,1.6382,0.1492,-1.0798,0.9577,-1.5107,0.1500,0.7624,-0.0550,0.0549,-0.0550,0.0487, 
5.477999,-1.0721,1.6381,0.1492,-1.0798,0.9583,-1.5154,0.1500,0.7672,-0.0550,0.0549,-0.0550,0.0487, 
5.510999,-1.0719,1.6383,0.1492,-1.0799,0.9591,-1.5192,0.1500,0.7712,-0.0550,0.0549,-0.0550,0.0487, 
5.543999,-1.0722,1.6381,0.1492,-1.0799,0.9587,-1.5226,0.1500,0.7746,-0.0550,0.0549,-0.0550,0.0488, 
5.576999,-1.0723,1.6381,0.1492,-1.0799,0.9619,-1.5290,0.1500,0.7821,-0.0550,0.0549,-0.0550,0.0488, 
5.609999,-1.0721,1.6383,0.1492,-1.0799,0.9640,-1.5346,0.1500,0.7884,-0.0550,0.0549,-0.0550,0.0488, 
5.642999,-1.0716,1.6382,0.1493,-1.0799,0.9650,-1.5395,0.1500,0.7938,-0.0550,0.0549,-0.0550,0.0489, 
5.675999,-1.0713,1.6381,0.1493,-1.0799,0.9658,-1.5437,0.1500,0.7983,-0.0550,0.0548,-0.0550,0.0490, 
5.708999,-1.0718,1.6381,0.1493,-1.0799,0.9682,-1.5504,0.1500,0.8060,-0.0550,0.0549,-0.0550,0.0490, 
5.741999,-1.0717,1.6383,0.1494,-1.0799,0.9699,-1.5562,0.1500,0.8124,-0.0550,0.0548,-0.0550,0.0490, 
5.774999,-1.0720,1.6384,0.1494,-1.0800,0.9705,-1.5613,0.1500,0.8177,-0.0550,0.0548,-0.0550,0.0491, 
5.807999,-1.0723,1.6384,0.1494,-1.0800,0.9706,-1.5656,0.1500,0.8222,-0.0550,0.0548,-0.0550,0.0491, 
5.840999,-1.0727,1.6383,0.1494,-1.0800,0.9706,-1.5696,0.1500,0.8258,-0.0550,0.0548,-0.0550,0.0491, 
5.873999,-1.0726,1.6384,0.1495,-1.0800,0.9736,-1.5756,0.1500,0.8329,-0.0550,0.0548,-0.0550,0.0491, 
5.906999,-1.0727,1.6385,0.1495,-1.0800,0.9748,-1.5810,0.1500,0.8388,-0.0550,0.0548,-0.0550,0.0492, 
5.939999,-1.0729,1.6385,0.1495,-1.0800,0.9753,-1.5856,0.1500,0.8438,-0.0550,0.0548,-0.0550,0.0492, 
5.972999,-1.0732,1.6383,0.1495,-1.0800,0.9755,-1.5900,0.1500,0.8479,-0.0550,0.0548,-0.0550,0.0493, 
6.005999,-1.0730,1.6385,0.1495,-1.0800,0.9760,-1.5932,0.1500,0.8514,-0.0550,0.0548,-0.0550,0.0493, 
6.038999,-1.0732,1.6385,0.1495,-1.0800,0.9786,-1.5989,0.1500,0.8582,-0.0550,0.0548,-0.0550,0.0494, 
6.071999,-1.0732,1.6385,0.1496,-1.0801,0.9798,-1.6041,0.1500,0.8640,-0.0550,0.0547,-0.0550,0.0494, 
6.104999,-1.0734,1.6383,0.1495,-1.0800,0.9804,-1.6090,0.1500,0.8687,-0.0550,0.0548,-0.0550,0.0494, 
6.137999,-1.0732,1.6385,0.1495,-1.0801,0.9811,-1.6127,0.1500,0.8728,-0.0550,0.0547,-0.0550,0.0495, 
6.170999,-1.0733,1.6385,0.1496,-1.0801,0.9813,-1.6159,0.1500,0.8762,-0.0550,0.0547,-0.0550,0.0495, 
6.203999,-1.0734,1.6385,0.1496,-1.0801,0.9839,-1.6216,0.1500,0.8829,-0.0550,0.0547,-0.0550,0.0496, 
6.236999,-1.0736,1.6383,0.1495,-1.0801,0.9851,-1.6271,0.1500,0.8885,-0.0550,0.0548,-0.0550,0.0496, 
